track_id,name,album,artists,url,acousticness,danceability,energy,instrumentalness,speechiness,valence,duration,loudness,tempo,time_signature,key,mode
5ehVOwEZ1Q7Ckkdtq0dY1W,Snowman,1 Am. Study Session,WYS,https://open.spotify.com/track/5ehVOwEZ1Q7Ckkdtq0dY1W,0.802,0.717,0.193,0.893,0.0459,0.0447,195.13637,-16.141,109.992,4,9,0
24ntSW3QVJzR79lHAAOTaY,Texas Sun,Texas Sun,"Khruangbin, Leon Bridges",https://open.spotify.com/track/24ntSW3QVJzR79lHAAOTaY,0.0364,0.636,0.634,0.147,0.0342,0.599,252.81197,-10.01,111.563,4,7,1
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,"Kendrick Lamar, SZA",https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,0.0605,0.698,0.633,0.000194,0.0597,0.552,232.18668,-4.946,96.782,4,8,1
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,Harry Styles,Harry Styles,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,0.0275,0.516,0.595,0,0.0313,0.222,340.70667,-4.63,119.972,4,5,1
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f,0.474,0.781,0.445,0,0.0295,0.591,281.56,-6.061,78.998,4,2,1
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,All That We Needed,Plain White T's,https://open.spotify.com/track/4RCWB3V8V0dignt99LZ8vH,0.872,0.656,0.291,0,0.0293,0.298,232.53333,-10.572,103.962,4,2,1
4S4Mfvv03M1cHgIOJcbUCL,In My Room,In My Room,Frank Ocean,https://open.spotify.com/track/4S4Mfvv03M1cHgIOJcbUCL,0.594,0.861,0.647,0.661,0.0675,0.67,133.68,-7.425,158.037,4,7,1
62SXc1M84H1GIU4ifHcA0q,Intertwined,Intertwined,"Piece Wise, Donner",https://open.spotify.com/track/62SXc1M84H1GIU4ifHcA0q,0.162,0.548,0.49,0.0036,0.0639,0.0658,196.0,-12.443,121.06,4,1,0
5FkoSXiJPKTNyYgALRJFhD,ORANGE SODA,DIE FOR MY BITCH,Baby Keem,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,0.177,0.83,0.564,0,0.235,0.107,129.88235,-7.822,85.042,4,1,1
1jWHtG4UXwH7JkEGY559Pa,Drug Addiction,Top,YoungBoy Never Broke Again,https://open.spotify.com/track/1jWHtG4UXwH7JkEGY559Pa,0.47,0.819,0.738,0,0.186,0.676,164.6498,-5.159,139.957,4,1,0
1tNJrcVe6gwLEiZCtprs1u,3 Nights,"Don't Forget About Me, Demos",Dominic Fike,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,0.223,0.815,0.518,0,0.0897,0.877,177.66667,-6.594,151.891,4,7,0
6nek1Nin9q48AVZcWs9e9D,Paradise,Mylo Xyloto,Coldplay,https://open.spotify.com/track/6nek1Nin9q48AVZcWs9e9D,0.0509,0.449,0.585,8.75e-05,0.0268,0.212,278.7191,-6.761,139.631,4,5,1
16hV7KbASg4EWoEymJerRA,Sunbeams,Sunbeams,NSH,https://open.spotify.com/track/16hV7KbASg4EWoEymJerRA,0.149,0.654,0.67,0.157,0.0403,0.528,147.12498,-10.393,120.028,4,1,1
3FtYbEfBqAlGO46NUDQSAt,Electric Feel,Oracular Spectacular,MGMT,https://open.spotify.com/track/3FtYbEfBqAlGO46NUDQSAt,0.0709,0.763,0.803,0.285,0.0351,0.561,229.64,-3.713,103.04,3,1,1
7MdZQXUBijQxcBkYz4G1Z5,Affection,Life,Jinsang,https://open.spotify.com/track/7MdZQXUBijQxcBkYz4G1Z5,0.914,0.698,0.193,0.937,0.0902,0.607,117.49519,-15.01,84.03,4,1,1
7woCxOw0jmj65ohlQ3x0tH,controlla,rainy evening,Idealism,https://open.spotify.com/track/7woCxOw0jmj65ohlQ3x0tH,0.54,0.788,0.446,0.694,0.0693,0.545,108.0,-9.812,80.033,4,6,1
1oOEkBNp4zWnkD7nWjJdog,Snow On Tha Bluff,Snow On Tha Bluff,J. Cole,https://open.spotify.com/track/1oOEkBNp4zWnkD7nWjJdog,0.723,0.586,0.512,0.0002,0.0668,0.235,235.48,-8.819,75.857,4,8,0
4UKCKdYiLN6IMA5ZESUTL7,the remedy for a broken heart (why am I so in love),?,XXXTENTACION,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7,0.779,0.699,0.304,0.000993,0.0993,0.271,160.18443,-11.192,119.705,4,1,1
4riDfclV7kPDT9D58FpmHd,Some,Some,Steve Lacy,https://open.spotify.com/track/4riDfclV7kPDT9D58FpmHd,0.00548,0.784,0.554,0.254,0.03,0.634,118.39329,-6.417,104.01,4,7,1
4Tzw9IdZbVyzmpWrvsGaNX,Wildfires,Untitled (Black Is),SAULT,https://open.spotify.com/track/4Tzw9IdZbVyzmpWrvsGaNX,0.108,0.862,0.314,0.156,0.0369,0.502,206.9473,-8.269,114.472,4,3,0
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,"Metro Boomin, The Weeknd, 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO,0.417,0.715,0.62,0,0.0484,0.172,221.52,-6.018,97.914,4,1,0
3EaJDYHA0KnX88JvDhL9oa,Dark Red,Dark Red,Steve Lacy,https://open.spotify.com/track/3EaJDYHA0KnX88JvDhL9oa,0.446,0.603,0.784,8.32e-06,0.062,0.769,173.10408,-4.023,172.041,4,6,1
6oEVnWKgPqIEPc53OYDNqG,Could've Been (feat. Bryson Tiller),I Used To Know Her,"H.E.R., Bryson Tiller",https://open.spotify.com/track/6oEVnWKgPqIEPc53OYDNqG,0.649,0.45,0.352,3.8e-06,0.267,0.408,252.74667,-11.733,102.679,4,1,0
2vWBUC9djv6BtiGlmKiQaH,YKWIM?,Bipolar,Yot Club,https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH,0.937,0.372,0.537,0.873,0.0305,0.228,212.74998,-7.623,123.735,3,9,1
3azJifCSqg9fRij2yKIbWz,The Color Violet,Alone At Prom,Tory Lanez,https://open.spotify.com/track/3azJifCSqg9fRij2yKIbWz,0.157,0.645,0.534,0,0.0479,0.463,226.46667,-10.8,105.02,4,6,0
4cQrSREMqBSvJ8ZzBZjVb8,Mile High (feat. Travis Scott & Metro Boomin),Assume Form,"James Blake, Travis Scott, Metro Boomin",https://open.spotify.com/track/4cQrSREMqBSvJ8ZzBZjVb8,0.403,0.754,0.37,6.22e-05,0.12,0.228,193.6,-9.854,114.941,4,6,0
2IlT65thKQQw248mhk2PjQ,JACKIE BROWN,WASTELAND,Brent Faiyaz,https://open.spotify.com/track/2IlT65thKQQw248mhk2PjQ,0.65,0.726,0.353,0.002,0.105,0.503,169.0135,-10.273,137.66,4,10,1
5z49EsoURUXq88RSLBmYPG,Matter of Time,When The Light Breaks,"Vandelux, Alex Maher",https://open.spotify.com/track/5z49EsoURUXq88RSLBmYPG,0.103,0.702,0.52,0.153,0.0546,0.0489,240.0097,-8.618,115.07,4,7,1
5n9DJWUiwuKuPE9sCVbQ0n,Something About You,Something About You,Hayden James,https://open.spotify.com/track/5n9DJWUiwuKuPE9sCVbQ0n,0.369,0.861,0.602,0.0644,0.0617,0.684,225.18137,-7.314,114.978,4,2,0
4p1NHiFP4PfV7eW1183Ej9,Alone,Alone,Petit Biscuit,https://open.spotify.com/track/4p1NHiFP4PfV7eW1183Ej9,0.595,0.772,0.745,0.87,0.0405,0.166,273.16245,-10.194,116.014,4,11,1
3h0tEwAyOCQDa4X8NEcy0Q,Crazy,Crazy,PLÜM,https://open.spotify.com/track/3h0tEwAyOCQDa4X8NEcy0Q,0.0487,0.769,0.596,0.00803,0.0524,0.259,220.0,-9.359,105.032,4,7,0
1s8hwjA2u5dOpU0SEoxDxz,Flower Kingdom,Flower Kingdom,Mossdeep,https://open.spotify.com/track/1s8hwjA2u5dOpU0SEoxDxz,0.806,0.845,0.143,0.939,0.146,0.3,128.2258,-14.408,124.007,4,0,1
5wZetUDyN1GQypcfUyxPqo,We Are Love,Amont,Lucavietski,https://open.spotify.com/track/5wZetUDyN1GQypcfUyxPqo,0.665,0.824,0.155,0.322,0.0695,0.0867,117.56757,-19.637,148.11,4,6,0
5qII2n90lVdPDcgXEEVHNy,Sunday Morning,Songs About Jane: 10th Anniversary Edition,Maroon 5,https://open.spotify.com/track/5qII2n90lVdPDcgXEEVHNy,0.0913,0.608,0.768,0,0.0475,0.809,244.88,-5.227,88.059,4,0,1
2xbI8Vmyv3TkpTdywpPyNw,Selfish,GTTM: Goin Thru the Motions,PnB Rock,https://open.spotify.com/track/2xbI8Vmyv3TkpTdywpPyNw,0.114,0.638,0.6,0,0.0438,0.0399,245.60445,-5.84,101.981,4,1,0
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Something in the Orange,Zach Bryan,https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI,0.555,0.369,0.192,8.35e-06,0.04,0.148,228.01329,-12.151,175.212,3,4,0
4mHgYpuGHu99Mw69E83CP2,Taking A Walk,LIFE'S A TRIP,Trippie Redd,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2,0.68,0.767,0.538,0,0.052,0.343,121.68,-6.044,81.029,4,0,0
1hgX0ZmmP7IRRjUFCIBrnQ,Feel Your Weight - Poolside Remix,Blood Remixed,"Rhye, Poolside",https://open.spotify.com/track/1hgX0ZmmP7IRRjUFCIBrnQ,0.665,0.741,0.592,0.854,0.0308,0.822,310.13333,-9.059,111.984,4,6,0
04BNQFaBlFF7WDeTb1V0AP,The Best Part,The Best Part,"anamē, gardenstate, Bien",https://open.spotify.com/track/04BNQFaBlFF7WDeTb1V0AP,0.0203,0.688,0.654,0.251,0.0493,0.59,250.0,-8.521,123.011,4,4,1
3nXrCAE44KlevAkQB2XWcN,Gonna Love Me,K.T.S.E.,Teyana Taylor,https://open.spotify.com/track/3nXrCAE44KlevAkQB2XWcN,0.402,0.514,0.506,2.56e-05,0.28,0.312,166.99786,-7.094,88.039,4,10,0
3JvrhDOgAt6p7K8mDyZwRd,Riptide,Dream Your Life Away (Special Edition),Vance Joy,https://open.spotify.com/track/3JvrhDOgAt6p7K8mDyZwRd,0.431,0.484,0.731,0,0.0379,0.51,204.28,-6.694,101.654,4,1,1
0yLdNVWF3Srea0uzk55zFn,Flowers,Flowers,Miley Cyrus,https://open.spotify.com/track/0yLdNVWF3Srea0uzk55zFn,0.0632,0.707,0.681,5.15e-06,0.0668,0.646,200.45451,-4.325,117.999,4,0,1
76OGwb5RA9h4FxQPT33ekc,SNAP,SNAP,Rosa Linn,https://open.spotify.com/track/76OGwb5RA9h4FxQPT33ekc,0.107,0.565,0.636,9.9e-06,0.0638,0.525,179.55138,-8.198,170.01,4,0,1
4LloVtxNZpeh7q7xdi1DQc,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,https://open.spotify.com/track/4LloVtxNZpeh7q7xdi1DQc,0.771,0.315,0.296,0,0.0315,0.435,263.57333,-13.262,173.509,4,5,1
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),Justice,"Justin Bieber, Daniel Caesar, Giveon",https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI,0.321,0.677,0.696,0,0.119,0.464,198.08163,-6.181,90.03,4,0,1
3CWq0pAKKTWb0K4yiglDc4,You’re Losing Me (From The Vault),You're Losing Me (From The Vault),Taylor Swift,https://open.spotify.com/track/3CWq0pAKKTWb0K4yiglDc4,0.529,0.747,0.391,0.003,0.052,0.195,277.8316,-13.712,102.969,4,0,1
3p7XQpdt8Dr6oMXSvRZ9bg,Eyes Closed,- (Deluxe),Ed Sheeran,https://open.spotify.com/track/3p7XQpdt8Dr6oMXSvRZ9bg,0.246,0.793,0.52,0,0.0696,0.309,194.84875,-6.221,107.071,4,2,1
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),folklore,"Taylor Swift, Bon Iver",https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,0.778,0.298,0.38,5.62e-05,0.0287,0.152,285.63416,-8.426,75.602,4,6,1
3NRql0A1Ef4RCvT473iqgD,Hell N Back,Hell N Back,Bakar,https://open.spotify.com/track/3NRql0A1Ef4RCvT473iqgD,0.312,0.584,0.684,9.05e-05,0.567,0.72,213.57333,-4.314,209.688,4,10,0
6N22FZs2ZhPBYi3b9XPajV,Still Don't Know My Name,Euphoria (Original Score from the HBO Series),Labrinth,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV,0.471,0.316,0.63,0.262,0.117,0.313,153.2941,-5.963,89.643,1,5,1
7CC6UbCs4iGsePSzFxYxNn,Moon,Donda,Kanye West,https://open.spotify.com/track/7CC6UbCs4iGsePSzFxYxNn,0.898,0.319,0.236,1.62e-05,0.0318,0.254,156.09134,-9.644,162.351,4,5,1
4mL59LVbKgOpEACxraGYdr,While We're Young,Trip,Jhené Aiko,https://open.spotify.com/track/4mL59LVbKgOpEACxraGYdr,0.104,0.649,0.791,1.97e-06,0.193,0.811,236.16,-6.013,128.023,4,2,1
5NijSs5dAwaIybq1GaRTIe,Poison,Poison,Brent Faiyaz,https://open.spotify.com/track/5NijSs5dAwaIybq1GaRTIe,0.711,0.689,0.394,0.000905,0.065,0.382,212.9922,-10.102,117.489,3,2,0
4bEcoz1OcfMgUbp2ft8ieQ,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),Flower Boy,"Tyler, The Creator, Frank Ocean, Steve Lacy",https://open.spotify.com/track/4bEcoz1OcfMgUbp2ft8ieQ,0.0456,0.48,0.61,0,0.305,0.297,255.65334,-7.042,90.034,4,0,1
4lH6nENd1y81jp7Yt9lTBX,Solo,HNDRXX,Future,https://open.spotify.com/track/4lH6nENd1y81jp7Yt9lTBX,0.0538,0.784,0.486,0.497,0.0475,0.0894,265.99628,-6.497,110.964,4,5,0
2P3SLxeQHPqh8qKB6gtJY2,Poetic Justice,"good kid, m.A.A.d city (Deluxe)","Kendrick Lamar, Drake",https://open.spotify.com/track/2P3SLxeQHPqh8qKB6gtJY2,0.157,0.779,0.572,0,0.378,0.647,300.16,-9.985,135.958,4,6,0
3NqCEpT8xsHdzpiRlM1kpS,Through Da Storm,Die A Legend,Polo G,https://open.spotify.com/track/3NqCEpT8xsHdzpiRlM1kpS,0.128,0.71,0.49,0,0.246,0.621,195.58667,-9.832,74.351,4,1,1
5uZm7EFtP5aoTJvx5gv9Xf,Jungle,Artist,A Boogie Wit da Hoodie,https://open.spotify.com/track/5uZm7EFtP5aoTJvx5gv9Xf,0.308,0.538,0.52,0,0.737,0.551,174.19202,-11.063,180.274,4,7,0
7H0ya83CMmgFcOhw0UB6ow,Space Song,Depression Cherry,Beach House,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow,0.229,0.508,0.792,0.124,0.0297,0.601,320.46667,-7.311,147.067,4,0,0
7EAMXbLcL0qXmciM5SwMh2,Heart To Heart,Here Comes The Cowboy,Mac DeMarco,https://open.spotify.com/track/7EAMXbLcL0qXmciM5SwMh2,0.667,0.901,0.136,0.354,0.102,0.643,211.14018,-16.127,150.076,4,8,0
51Grh1RyUDcMBbpuyUIUHI,rises the moon,recently,Liana Flores,https://open.spotify.com/track/51Grh1RyUDcMBbpuyUIUHI,0.947,0.483,0.129,0.145,0.0349,0.203,161.9294,-20.149,137.35,3,5,0
6u3CPnFMKANYgfdiifFOiJ,"GRAVITY (FEAT. TYLER, THE CREATOR)","Gravity (feat. Tyler, The Creator)","Brent Faiyaz, Dahi, Tyler, The Creator",https://open.spotify.com/track/6u3CPnFMKANYgfdiifFOiJ,0.173,0.539,0.615,0.0056,0.252,0.493,214.69273,-8.746,163.908,4,1,0
6Yqmv7XJLCrQEauMbPGZSw,Maria I'm Drunk (feat. Justin Bieber & Young Thug),Rodeo,"Travis Scott, Justin Bieber, Young Thug",https://open.spotify.com/track/6Yqmv7XJLCrQEauMbPGZSw,0.377,0.648,0.631,0,0.103,0.142,349.93332,-5.662,105.989,4,4,0
75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Stoney (Deluxe),Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,0.0689,0.556,0.538,0,0.0382,0.291,223.34666,-5.408,143.946,4,8,0
2OPxM2L3KtuehqY24vTMGs,Heart Mind,FEMA (Finesse Elevate Motivate Achieve),"Kodak Black, Plies",https://open.spotify.com/track/2OPxM2L3KtuehqY24vTMGs,0.0274,0.921,0.641,0,0.166,0.828,203.84032,-6.491,144.986,4,1,1
4EWCNWgDS8707fNSZ1oaA5,Heartless,808s & Heartbreak,Kanye West,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5,0.0515,0.79,0.647,0,0.136,0.654,211.0,-5.983,87.999,4,10,0
7rbECVPkY5UODxoOUVKZnA,I Wonder,Graduation,Kanye West,https://open.spotify.com/track/7rbECVPkY5UODxoOUVKZnA,0.141,0.542,0.466,0.000445,0.0831,0.124,243.44,-8.668,191.386,4,0,1
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,Jungle Rules,"French Montana, Swae Lee",https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,0.0293,0.726,0.769,0.0101,0.123,0.733,233.90154,-5.043,97.985,4,6,1
3hhbDnFUb2bicI2df6VurK,River,Coming Home (Deluxe),Leon Bridges,https://open.spotify.com/track/3hhbDnFUb2bicI2df6VurK,0.665,0.635,0.184,0,0.0456,0.177,240.2,-10.785,128.424,4,8,1
3Y7fpFZbHLpAvWJJYGehz0,Follow The Sun,Spirit Bird,Xavier Rudd,https://open.spotify.com/track/3Y7fpFZbHLpAvWJJYGehz0,0.534,0.611,0.394,4.68e-05,0.0416,0.202,256.26666,-10.757,123.941,4,0,1
2jdAk8ATWIL3dwT47XpRfu,Slow Dancing in a Burning Room,Continuum,John Mayer,https://open.spotify.com/track/2jdAk8ATWIL3dwT47XpRfu,0.575,0.667,0.361,0.00506,0.0273,0.29,242.0,-8.69,134.018,5,1,0
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,TAKE TIME,Giveon,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp,0.524,0.449,0.465,1.02e-06,0.0791,0.543,198.37099,-8.964,89.087,3,0,1
2ZRo7axmMPeSVUvDbGkJah,Hope,?,XXXTENTACION,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,0.661,0.592,0.457,0.000331,0.0603,0.225,110.88649,-6.081,146.04,4,9,0
1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,Making Mirrors,"Gotye, Kimbra",https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7,0.548,0.865,0.521,0.000115,0.0371,0.748,244.88458,-6.932,129.059,4,0,1
5hM5arv9KDbCHS0k9uqwjr,Borderline,The Slow Rush,Tame Impala,https://open.spotify.com/track/5hM5arv9KDbCHS0k9uqwjr,0.0406,0.621,0.873,9.1e-06,0.0369,0.873,237.8,-3.067,97.96,4,5,0
2MLHyLy5z5l5YRp7momlgw,Island In The Sun,Weezer,Weezer,https://open.spotify.com/track/2MLHyLy5z5l5YRp7momlgw,0.00719,0.654,0.81,0.00251,0.0288,0.661,200.30667,-6.26,114.622,4,4,0
2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Melophobia,Cage The Elephant,https://open.spotify.com/track/2tznHmp70DxMyr2XhWLOW0,0.0807,0.636,0.676,0,0.0263,0.273,208.76,-3.442,113.98,4,2,1
0JP9xo3adEtGSdUEISiszL,Moonlight,?,XXXTENTACION,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,0.556,0.921,0.537,0.00404,0.0804,0.711,135.0904,-5.723,128.009,4,9,0
1m8WpLYXEiNVZchsWEcCSy,Come Through and Chill (feat. J. Cole & Salaam Remi),War & Leisure,"Miguel, J. Cole, Salaam Remi",https://open.spotify.com/track/1m8WpLYXEiNVZchsWEcCSy,0.158,0.461,0.653,0,0.327,0.588,322.0,-8.617,81.628,1,6,1
2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,The Predator,Ice Cube,https://open.spotify.com/track/2qOm7ukLyHUXWyR4ZWLwxA,0.33,0.798,0.744,0.000106,0.136,0.794,260.0,-5.328,82.356,4,7,0
3ruoIF2UnoXdzK8mR61ebq,Rich Nigga Shit (feat. Young Thug),SAVAGE MODE II,"21 Savage, Metro Boomin, Young Thug",https://open.spotify.com/track/3ruoIF2UnoXdzK8mR61ebq,0.349,0.825,0.733,0,0.0969,0.62,190.3312,-5.625,97.974,4,1,0
0vbtURX4qv1l7besfwmnD8,I Took A Pill In Ibiza - Seeb Remix,"At Night, Alone.","Mike Posner, Seeb",https://open.spotify.com/track/0vbtURX4qv1l7besfwmnD8,0.0353,0.664,0.714,8.42e-06,0.111,0.71,197.93333,-6.645,101.969,4,7,0
5masKPHeAOVNgxdLebIcK7,Stole the Show,Cloud Nine,"Kygo, Parson James",https://open.spotify.com/track/5masKPHeAOVNgxdLebIcK7,0.271,0.64,0.635,0,0.226,0.475,223.18668,-7.565,100.034,4,8,0
2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),"Mike Perry, shy martin",https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,0.0225,0.632,0.575,1.81e-06,0.029,0.188,183.41441,-6.478,90.037,4,5,1
1KIJclzEbNhSVw8tiHPWwE,Young,Vibes,Vacations,https://open.spotify.com/track/1KIJclzEbNhSVw8tiHPWwE,0.00392,0.498,0.81,0.00717,0.0263,0.594,189.16,-4.065,79.935,4,7,1
1QIsVlaCz3U5GfsEJE9O8L,Quiet Storm,Quiet Storm,Shierro,https://open.spotify.com/track/1QIsVlaCz3U5GfsEJE9O8L,0.669,0.613,0.526,0.933,0.031,0.108,124.67533,-9.243,154.082,4,7,0
0ZNYGrmcehorhh9JOeg5Iv,Stay Alive,Stay Alive (From The Secret Life Of Walter Mitty),José González,https://open.spotify.com/track/0ZNYGrmcehorhh9JOeg5Iv,0.726,0.714,0.306,0.168,0.0388,0.314,266.90668,-12.111,129.984,4,6,1
0TZejo18HlJ86OrWNsXKnw,Mrs Magic,Mrs Magic,Strawberry Guy,https://open.spotify.com/track/0TZejo18HlJ86OrWNsXKnw,0.159,0.471,0.634,0.365,0.031,0.366,208.5,-7.406,132.542,4,8,1
6eRPYyh1EPRqDhgb3Nardw,Spirit of Life,Miracle,Blackmill,https://open.spotify.com/track/6eRPYyh1EPRqDhgb3Nardw,0.276,0.537,0.596,0.77,0.0343,0.109,375.433,-8.481,140.026,4,5,0
2NcmCfgwjLcf4rakDK3pYZ,Midnight Macchiato,Coffee Sunrise,LoFi Waiter,https://open.spotify.com/track/2NcmCfgwjLcf4rakDK3pYZ,0.257,0.592,0.37,0.91,0.167,0.143,123.0156,-10.87,80.055,4,0,1
1SN1vSPsr4V4tIUTR3s8YW,Fast Car,Blue,"Jonas Blue, Dakota",https://open.spotify.com/track/1SN1vSPsr4V4tIUTR3s8YW,0.469,0.672,0.578,0,0.0569,0.548,212.42432,-6.621,113.945,4,9,1
5bgwqaRSS3M8WHWruHgSL5,8TEEN,American Teen,Khalid,https://open.spotify.com/track/5bgwqaRSS3M8WHWruHgSL5,0.225,0.83,0.585,0.00209,0.0366,0.642,228.6,-5.802,105.03,4,1,1
0bUYgpgrUaoFouvS0vf6qe,Lofi Rain,Lofi Rain,"Chilled Cougar, LoFi Waiter",https://open.spotify.com/track/0bUYgpgrUaoFouvS0vf6qe,0.933,0.532,0.208,0.929,0.0409,0.366,120.0,-17.916,80.021,4,0,1
6p9bDzpDslesRHlJgkO7fq,Was It Even Real,Was It Even Real,"Piece Wise, Eijk",https://open.spotify.com/track/6p9bDzpDslesRHlJgkO7fq,0.731,0.712,0.57,0.453,0.0625,0.0366,145.71632,-12.363,120.064,4,6,0
3mt5XHSFUTHUXLoExBXiLZ,Circles,Circles,Alex Keeper,https://open.spotify.com/track/3mt5XHSFUTHUXLoExBXiLZ,0.798,0.67,0.773,0.862,0.0506,0.0596,154.13791,-11.848,116.009,4,1,1
6Qi0Wls2EaolwPMPMxfe5f,Sonnentanz - Sun Don't Shine,Netzwerk,"Klangkarussell, Will Heard",https://open.spotify.com/track/6Qi0Wls2EaolwPMPMxfe5f,0.104,0.579,0.549,0.0202,0.0909,0.155,238.12,-8.262,119.74,4,5,0
6NMtzpDQBTOfJwMzgMX0zl,SKELETONS,ASTROWORLD,Travis Scott,https://open.spotify.com/track/6NMtzpDQBTOfJwMzgMX0zl,0.00146,0.46,0.686,0,0.0367,0.252,145.58849,-5.948,148.054,4,0,0
6vnfObZ4Ys70SBAtti1xZ9,COFFEE BEAN,ASTROWORLD,Travis Scott,https://open.spotify.com/track/6vnfObZ4Ys70SBAtti1xZ9,0.0862,0.81,0.582,0.00681,0.125,0.503,209.11569,-5.098,95.004,4,5,0
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,https://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA,0.559,0.703,0.444,0,0.0417,0.712,242.94667,-9.331,150.96,4,11,1
1VdZ0vKfR5jneCmWIUAMxK,The A Team,+,Ed Sheeran,https://open.spotify.com/track/1VdZ0vKfR5jneCmWIUAMxK,0.669,0.642,0.289,0,0.0367,0.407,258.37332,-9.918,84.996,4,9,1
6nLvaCZFR1wEzW3sIKpsnr,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black (Deluxe Edition),Amy Winehouse,https://open.spotify.com/track/6nLvaCZFR1wEzW3sIKpsnr,0.744,0.772,0.371,0,0.0348,0.684,233.73334,-5.743,96.574,4,5,0
5KTZgG84bKFGm53lhLtTqc,Mwaki,SURRENDER,"Zerb, Sofiya Nzau",https://open.spotify.com/track/5KTZgG84bKFGm53lhLtTqc,0.201,0.847,0.637,0.201,0.0587,0.0509,208.13542,-8.751,120.033,4,7,0
0txmcPVaXJ3o7avdhn2u1S,Reason - Tim Hughes & Panuma Sunset Edit,Reason (Tim Hughes & Panuma Sunset Edit),"Panuma, Nina Carr, Tim Hughes",https://open.spotify.com/track/0txmcPVaXJ3o7avdhn2u1S,0.318,0.62,0.944,0.302,0.0389,0.364,161.92621,-7.675,121.973,4,7,1
4wqzOaLxiCRy2Et8tRyNSX,The Thrill,The Thrill,"Wiz Khalifa, Empire of the Sun",https://open.spotify.com/track/4wqzOaLxiCRy2Et8tRyNSX,0.277,0.817,0.775,0,0.108,0.806,234.33365,-4.767,126.984,4,10,0
4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),"Kina, Snøw",https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,0.72,0.498,0.235,0,0.188,0.0895,179.08,-16.541,118.917,4,1,0
35r28RDot7nPE7y9K9H7l0,Feeling Whitney,Stoney (Deluxe),Post Malone,https://open.spotify.com/track/35r28RDot7nPE7y9K9H7l0,0.787,0.412,0.227,4.69e-06,0.0359,0.226,257.26666,-12.696,80.111,4,0,1
39KG4kom3enSx4GTThuDGt,Coaster,American Teen,Khalid,https://open.spotify.com/track/39KG4kom3enSx4GTThuDGt,0.935,0.441,0.219,0,0.0419,0.244,199.12,-14.586,94.021,4,8,1
